United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Population Prospects 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"File POP/15-3: Annual female population by five-year age group, region, subregion and country, 1950-2100 (thousands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2019/POP/F15-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"© August 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition. Rev. 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Female population by five-year age group (thousands),,,,,,,,,,,,,,,,,,,,
9713,Estimates,Cambodia,,116,Country/Area,920,2006,775,762,864,767,847,435,426,432,397,325,279,203,152,113,81,46,21,7,2,0,0
9714,Estimates,Cambodia,,116,Country/Area,920,2007,787,751,841,767,837,540,386,441,403,339,285,217,156,117,83,49,22,7,2,0,0
9715,Estimates,Cambodia,,116,Country/Area,920,2008,796,746,815,783,783,677,343,451,406,355,290,233,162,122,85,52,23,8,2,0,0
9716,Estimates,Cambodia,,116,Country/Area,920,2009,803,745,793,801,716,802,324,453,409,370,297,248,169,127,88,55,24,8,2,0,0
9717,Estimates,Cambodia,,116,Country/Area,920,2010,814,744,779,809,666,880,351,442,413,381,307,260,179,132,91,58,25,8,2,0,0
9718,Estimates,Cambodia,,116,Country/Area,920,2011,836,744,765,816,659,886,425,414,419,388,317,268,189,135,94,59,28,9,2,0,0
9719,Estimates,Cambodia,,116,Country/Area,920,2012,849,753,753,812,685,837,548,369,431,392,331,274,203,139,97,61,30,10,2,0,0
9720,Estimates,Cambodia,,116,Country/Area,920,2013,855,769,744,798,730,757,691,325,442,395,346,279,218,144,100,62,32,11,3,0,0
9721,Estimates,Cambodia,,116,Country/Area,920,2014,860,789,738,782,771,686,807,310,444,397,359,285,232,150,105,64,33,11,3,0,0
9722,Estimates,Cambodia,,116,Country/Area,920,2015,865,806,737,769,794,651,865,341,432,402,370,294,243,159,109,66,34,11,3,0,0
9723,Estimates,Cambodia,,116,Country/Area,920,2016,867,822,742,756,803,646,872,416,406,410,377,305,251,170,112,68,36,13,3,0,0
9724,Estimates,Cambodia,,116,Country/Area,920,2017,869,834,753,744,799,673,824,539,361,422,381,318,256,182,115,71,37,14,3,1,0
9725,Estimates,Cambodia,,116,Country/Area,920,2018,872,844,769,733,785,717,744,680,317,433,384,333,261,196,119,74,38,15,4,1,0
9726,Estimates,Cambodia,,116,Country/Area,920,2019,873,852,786,727,768,758,674,794,303,434,387,346,267,208,125,77,39,16,4,1,0
9727,Estimates,Cambodia,,116,Country/Area,920,2020,872,859,801,727,754,780,639,851,334,422,391,356,277,219,133,80,40,16,4,1,0
9728,Estimates,Indonesia,,360,Country/Area,920,1950,5101,4564,4307,3797,3190,2523,2167,1994,1727,1393,1086,966,795,629,428,250,93,29,6,1,0
9729,Estimates,Indonesia,,360,Country/Area,920,1951,5211,4590,4348,3886,3294,2613,2195,2011,1770,1444,1115,968,802,631,433,256,102,31,7,1,0
9730,Estimates,Indonesia,,360,Country/Area,920,1952,5350,4610,4382,3981,3396,2722,2233,2024,1812,1497,1156,967,815,634,440,258,110,31,8,1,0
9731,Estimates,Indonesia,,360,Country/Area,920,1953,5504,4625,4416,4077,3499,2845,2285,2039,1853,1551,1208,970,831,639,449,260,116,29,8,1,0
9732,Estimates,Indonesia,,360,Country/Area,920,1954,5692,4638,4447,4167,3604,2971,2352,2059,1889,1605,1265,982,847,647,458,262,118,27,7,1,0
9733,Estimates,Indonesia,,360,Country/Area,920,1955,5932,4660,4463,4242,3713,3093,2436,2088,1919,1657,1321,1007,860,659,466,265,118,25,5,0,0
9734,Estimates,Indonesia,,360,Country/Area,920,1956,6256,4766,4460,4285,3805,3200,2526,2116,1935,1696,1368,1033,860,667,471,274,124,31,5,1,0
9735,Estimates,Indonesia,,360,Country/Area,920,1957,6551,4918,4460,4324,3900,3303,2634,2154,1948,1736,1417,1071,859,679,476,282,127,36,5,1,0
9736,Estimates,Indonesia,,360,Country/Area,920,1958,6826,5111,4470,4356,3993,3404,2753,2203,1961,1773,1466,1117,860,693,480,289,130,38,5,1,0
9737,Estimates,Indonesia,,360,Country/Area,920,1959,7088,5329,4503,4380,4077,3505,2874,2267,1978,1806,1515,1167,870,705,487,295,132,37,5,1,0
9738,Estimates,Indonesia,,360,Country/Area,920,1960,7350,5545,4572,4398,4149,3608,2992,2346,2004,1833,1563,1217,892,715,497,299,133,33,4,0,0
9739,Estimates,Indonesia,,360,Country/Area,920,1961,7659,5807,4672,4394,4193,3699,3096,2434,2031,1847,1599,1260,915,715,505,306,140,39,5,0,0
9740,Estimates,Indonesia,,360,Country/Area,920,1962,7890,6097,4819,4391,4232,3794,3198,2539,2068,1859,1636,1305,949,715,515,311,146,43,6,1,0
9741,Estimates,Indonesia,,360,Country/Area,920,1963,8072,6404,5006,4400,4265,3887,3298,2656,2117,1872,1672,1352,991,717,526,315,150,44,7,1,0
9742,Estimates,Indonesia,,360,Country/Area,920,1964,8247,6706,5221,4437,4290,3970,3398,2775,2179,1890,1704,1398,1036,726,536,319,153,42,8,1,0
9743,Estimates,Indonesia,,360,Country/Area,920,1965,8444,6978,5457,4512,4306,4038,3497,2888,2255,1915,1730,1443,1082,746,544,324,154,39,6,0,0
9744,Estimates,Indonesia,,360,Country/Area,920,1966,8629,7268,5718,4619,4314,4092,3595,2996,2344,1944,1746,1478,1122,769,547,333,160,46,7,1,0
9745,Estimates,Indonesia,,360,Country/Area,920,1967,8840,7521,6004,4764,4315,4135,3691,3097,2448,1980,1758,1513,1163,799,547,343,164,52,8,1,0
9746,Estimates,Indonesia,,360,Country/Area,920,1968,9067,7735,6307,4944,4322,4167,3782,3195,2561,2026,1770,1546,1205,834,549,351,166,53,9,1,0
9747,Estimates,Indonesia,,360,Country/Area,920,1969,9287,7922,6610,5157,4357,4192,3864,3292,2675,2086,1787,1576,1247,873,557,357,169,51,9,1,0
9748,Estimates,Indonesia,,360,Country/Area,920,1970,9489,8102,6889,5399,4434,4211,3934,3393,2788,2162,1813,1602,1289,913,574,360,171,47,7,1,0
9749,Estimates,Indonesia,,360,Country/Area,920,1971,9714,8323,7136,5654,4540,4218,3986,3486,2890,2246,1839,1615,1320,947,594,365,178,54,9,1,0
9750,Estimates,Indonesia,,360,Country/Area,920,1972,9882,8551,7366,5942,4685,4222,4031,3582,2990,2346,1873,1627,1352,983,618,367,185,59,10,1,0
9751,Estimates,Indonesia,,360,Country/Area,920,1973,10009,8781,7583,6247,4868,4235,4068,3676,3088,2457,1919,1640,1384,1020,646,369,190,60,11,1,0
9752,Estimates,Indonesia,,360,Country/Area,920,1974,10122,9000,7797,6547,5080,4274,4097,3760,3186,2570,1978,1658,1413,1058,677,375,193,58,11,1,0
9753,Estimates,Indonesia,,360,Country/Area,920,1975,10244,9189,8014,6825,5318,4350,4118,3830,3284,2679,2051,1683,1439,1096,710,386,194,54,9,1,0
9754,Estimates,Indonesia,,360,Country/Area,920,1976,10372,9387,8232,7073,5577,4459,4129,3885,3379,2780,2132,1709,1452,1124,738,403,198,63,11,1,0
9755,Estimates,Indonesia,,360,Country/Area,920,1977,10487,9567,8455,7297,5863,4603,4134,3930,3473,2876,2228,1743,1463,1153,768,422,199,69,12,1,0
9756,Estimates,Indonesia,,360,Country/Area,920,1978,10596,9725,8679,7507,6162,4782,4146,3967,3565,2971,2334,1786,1476,1181,798,442,201,71,13,2,0
9757,Estimates,Indonesia,,360,Country/Area,920,1979,10703,9865,8895,7719,6455,4990,4185,3995,3647,3066,2442,1842,1494,1208,829,462,205,69,13,2,0
9758,Estimates,Indonesia,,360,Country/Area,920,1980,10812,9991,9096,7941,6729,5225,4262,4018,3717,3164,2549,1913,1521,1233,861,484,211,63,11,1,0
9759,Estimates,Indonesia,,360,Country/Area,920,1981,10934,10136,9282,8161,6981,5485,4372,4032,3773,3257,2646,1991,1546,1246,886,508,224,70,13,1,0
9760,Estimates,Indonesia,,360,Country/Area,920,1982,11046,10276,9457,8387,7210,5772,4518,4041,3822,3352,2741,2083,1578,1258,912,532,236,74,15,2,0
9761,Estimates,Indonesia,,360,Country/Area,920,1983,11142,10407,9620,8614,7423,6072,4698,4058,3861,3443,2835,2185,1619,1271,937,555,247,75,16,2,0
9762,Estimates,Indonesia,,360,Country/Area,920,1984,11204,10522,9773,8832,7634,6364,4906,4098,3892,3526,2928,2288,1673,1290,961,577,259,73,16,2,0
9763,Estimates,Indonesia,,360,Country/Area,920,1985,11223,10619,9915,9033,7852,6633,5138,4174,3915,3596,3024,2390,1741,1317,983,599,271,69,13,1,0
9764,Estimates,Indonesia,,360,Country/Area,920,1986,11251,10719,10043,9205,8063,6875,5387,4278,3924,3645,3109,2478,1810,1338,994,621,288,82,15,2,0
9765,Estimates,Indonesia,,360,Country/Area,920,1987,11193,10816,10165,9365,8278,7094,5664,4417,3929,3688,3195,2564,1892,1365,1004,642,303,91,16,2,0
9766,Estimates,Indonesia,,360,Country/Area,920,1988,11082,10907,10282,9518,8495,7298,5954,4589,3942,3723,3281,2650,1984,1401,1015,661,317,95,17,3,0
9767,Estimates,Indonesia,,360,Country/Area,920,1989,10967,10981,10395,9665,8702,7501,6237,4790,3980,3751,3358,2738,2079,1448,1032,677,330,95,17,2,0
9768,Estimates,Indonesia,,360,Country/Area,920,1990,10888,11022,10506,9810,8898,7713,6502,5017,4054,3774,3426,2828,2173,1510,1055,691,342,92,14,1,0
9769,Estimates,Indonesia,,360,Country/Area,920,1991,10785,11061,10633,9950,9088,7939,6754,5273,4164,3791,3479,2913,2257,1574,1077,705,358,109,18,2,0
9770,Estimates,Indonesia,,360,Country/Area,920,1992,10750,11054,10761,10083,9261,8168,6983,5555,4308,3802,3526,3000,2340,1650,1101,717,372,120,20,2,0
9771,Estimates,Indonesia,,360,Country/Area,920,1993,10761,10998,10883,10213,9420,8394,7196,5850,4483,3821,3566,3086,2423,1734,1133,728,386,125,22,3,0
9772,Estimates,Indonesia,,360,Country/Area,920,1994,10772,10914,10981,10346,9570,8610,7409,6140,4688,3864,3599,3164,2508,1821,1175,742,399,123,23,3,0
9773,Estimates,Indonesia,,360,Country/Area,920,1995,10747,10831,11036,10481,9717,8809,7628,6410,4917,3942,3627,3233,2597,1909,1230,760,408,119,19,2,0
9774,Estimates,Indonesia,,360,Country/Area,920,1996,10761,10771,11034,10598,9851,8985,7841,6650,5161,4041,3633,3279,2678,1989,1294,789,420,138,24,2,0
9775,Estimates,Indonesia,,360,Country/Area,920,1997,10712,10733,10994,10721,9981,9147,8060,6870,5433,4175,3637,3318,2760,2069,1367,821,431,152,27,3,0
9776,Estimates,Indonesia,,360,Country/Area,920,1998,10616,10715,10926,10838,10106,9297,8278,7075,5719,4341,3649,3349,2839,2150,1446,856,449,156,30,4,0
9777,Estimates,Indonesia,,360,Country/Area,920,1999,10523,10704,10850,10925,10229,9439,8484,7279,5999,4536,3686,3373,2909,2233,1527,897,472,153,31,4,0
9778,Estimates,Indonesia,,360,Country/Area,920,2000,10483,10674,10786,10967,10348,9574,8670,7486,6258,4754,3758,3391,2966,2317,1607,947,499,147,26,2,0
9779,Estimates,Indonesia,,360,Country/Area,920,2001,10556,10751,10803,10901,10469,9704,8813,7675,6438,4999,3902,3401,2964,2348,1635,984,516,172,32,3,0
9780,Estimates,Indonesia,,360,Country/Area,920,2002,10624,10839,10856,10835,10545,9843,8943,7861,6607,5232,4074,3434,2966,2373,1663,1013,530,191,36,4,0
9781,Estimates,Indonesia,,360,Country/Area,920,2003,10704,10936,10925,10807,10553,9987,9067,8031,6785,5436,4263,3498,2978,2388,1697,1029,546,202,39,5,0
9782,Estimates,Indonesia,,360,Country/Area,920,2004,10792,11038,11002,10834,10504,10119,9194,8181,6976,5609,4453,3600,3005,2395,1734,1035,563,203,40,5,0
9783,Estimates,Indonesia,,360,Country/Area,920,2005,10873,11142,11092,10901,10444,10212,9329,8319,7170,5768,4634,3734,3052,2403,1765,1041,576,200,37,4,0
9784,Estimates,Indonesia,,360,Country/Area,920,2006,10907,11164,11027,10820,10581,10290,9519,8534,7415,6048,4761,3787,3069,2442,1788,1092,594,225,46,5,0
9785,Estimates,Indonesia,,360,Country/Area,920,2007,10962,11206,11008,10706,10647,10390,9685,8742,7645,6336,4938,3846,3087,2473,1814,1136,610,244,54,7,0
9786,Estimates,Indonesia,,360,Country/Area,920,2008,11038,11260,11041,10605,10596,10542,9815,8942,7870,6611,5177,3912,3112,2488,1856,1162,633,254,60,8,0
9787,Estimates,Indonesia,,360,Country/Area,920,2009,11143,11329,11116,10538,10443,10717,9923,9129,8094,6864,5465,4003,3147,2490,1909,1172,662,258,62,8,0
9788,Estimates,Indonesia,,360,Country/Area,920,2010,11265,11420,11220,10513,10249,10843,10043,9298,8315,7104,5771,4141,3190,2491,1958,1183,687,259,59,6,0
9789,Estimates,Indonesia,,360,Country/Area,920,2011,11284,11406,11302,10627,10191,10787,10208,9435,8504,7321,6028,4382,3294,2545,1995,1239,702,287,70,8,0
9790,Estimates,Indonesia,,360,Country/Area,920,2012,11444,11360,11352,10758,10185,10632,10395,9548,8681,7534,6260,4662,3404,2616,2021,1309,708,311,79,11,0
9791,Estimates,Indonesia,,360,Country/Area,920,2013,11669,11293,11379,10898,10227,10426,10573,9653,8848,7744,6474,4965,3530,2701,2046,1385,713,326,85,14,0
9792,Estimates,Indonesia,,360,Country/Area,920,2014,11856,11231,11391,11031,10301,10243,10692,9774,9007,7950,6688,5265,3692,2797,2083,1454,729,334,86,14,1
9793,Estimates,Indonesia,,360,Country/Area,920,2015,11948,11207,11382,11145,10396,10127,10721,9919,9160,8151,6909,5545,3898,2903,2139,1510,761,333,84,11,1
9794,Estimates,Indonesia,,360,Country/Area,920,2016,12139,11236,11330,11214,10500,10059,10653,10072,9284,8328,7113,5786,4123,2996,2187,1542,811,350,100,14,1
9795,Estimates,Indonesia,,360,Country/Area,920,2017,12103,11351,11267,11273,10638,10059,10505,10264,9402,8507,7327,6013,4393,3101,2253,1568,867,358,112,18,1
9796,Estimates,Indonesia,,360,Country/Area,920,2018,11916,11541,11199,11314,10789,10112,10313,10454,9519,8684,7543,6230,4687,3225,2334,1596,922,363,120,21,1
9797,Estimates,Indonesia,,360,Country/Area,920,2019,11708,11746,11156,11327,10924,10190,10137,10579,9646,8848,7751,6444,4978,3381,2426,1634,968,371,121,21,1
9798,Estimates,Indonesia,,360,Country/Area,920,2020,11566,11887,11175,11310,11028,10278,10018,10603,9787,8997,7947,6660,5245,3576,2525,1685,1002,385,113,17,1
9799,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1950,142,111,95,84,78,69,61,53,44,37,29,22,15,9,5,1,0,0,0,0,0
9800,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1951,147,114,97,85,78,70,62,54,45,38,30,22,16,9,5,1,0,0,0,0,0
9801,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1952,151,118,99,87,79,71,63,55,46,39,31,23,16,10,6,2,0,0,0,0,0
9802,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1953,154,123,102,89,79,72,64,56,48,39,32,24,17,11,6,2,0,0,0,0,0
9803,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1954,157,127,105,91,80,73,65,57,49,40,33,25,18,11,6,3,0,0,0,0,0
9804,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1955,160,130,108,93,81,74,66,58,50,41,34,26,19,12,6,3,0,0,0,0,0
9805,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1956,163,134,111,95,82,75,67,59,51,42,35,27,19,13,7,3,1,0,0,0,0
9806,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1957,166,139,115,97,84,76,68,60,52,43,36,28,20,13,7,4,1,0,0,0,0
9807,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1958,169,142,119,99,86,76,69,61,53,45,36,29,21,14,8,4,1,0,0,0,0
9808,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1959,172,145,123,102,88,77,70,62,54,46,37,30,21,14,8,4,1,0,0,0,0
9809,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1960,175,147,127,105,90,78,71,63,55,47,38,31,22,15,9,4,2,0,0,0,0
9810,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1961,179,151,131,108,92,79,72,64,56,48,39,31,23,16,9,4,2,0,0,0,0
9811,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1962,183,155,134,112,94,81,72,65,57,49,40,32,24,16,10,5,2,0,0,0,0
9812,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1963,187,158,138,116,96,82,73,66,58,50,41,33,25,17,10,5,2,0,0,0,0
9813,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1964,190,160,141,120,99,84,74,67,59,51,42,34,26,17,11,5,2,1,0,0,0
9814,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1965,195,163,144,124,102,86,75,68,60,52,44,35,27,18,11,6,2,1,0,0,0
9815,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1966,201,166,147,128,105,88,76,68,60,52,44,35,27,19,12,6,2,1,0,0,0
9816,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1967,206,170,150,131,109,90,77,69,61,53,45,36,28,20,12,6,2,1,0,0,0
9817,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1968,210,174,153,134,113,93,79,69,62,54,46,37,29,20,12,7,3,1,0,0,0
9818,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1969,215,178,156,138,117,95,81,70,63,55,47,39,29,21,13,7,3,1,0,0,0
9819,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1970,222,182,159,141,120,98,83,71,64,56,48,40,30,22,13,7,3,1,0,0,0
9820,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1971,229,187,163,144,124,102,85,73,65,57,49,41,31,23,14,7,3,1,0,0,0
9821,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1972,237,193,167,147,128,106,87,74,66,58,50,41,32,23,15,8,3,1,0,0,0
9822,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1973,244,199,171,151,132,110,90,76,67,59,51,42,33,24,15,8,3,1,0,0,0
9823,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1974,250,204,175,153,135,113,92,78,67,60,52,43,34,24,16,8,4,1,0,0,0
9824,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1975,255,208,179,156,137,116,95,79,68,61,53,44,35,25,17,9,4,1,0,0,0
9825,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1976,262,214,182,157,136,116,95,80,69,62,53,45,36,26,17,9,4,1,0,0,0
9826,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1977,267,220,186,158,135,115,94,80,69,62,54,46,36,26,17,10,4,1,0,0,0
9827,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1978,270,225,190,161,135,113,93,79,70,62,55,46,37,27,18,10,4,1,0,0,0
9828,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1979,273,231,194,164,135,112,92,77,70,62,56,47,38,28,18,10,4,1,0,0,0
9829,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1980,278,236,200,169,137,112,91,76,69,63,57,48,39,29,19,11,4,1,0,0,0
9830,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1981,283,242,205,173,141,114,93,77,70,63,57,49,39,29,19,11,5,1,0,0,0
9831,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1982,288,247,211,177,145,117,96,79,70,63,57,50,40,30,20,11,5,2,0,0,0
9832,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1983,296,253,218,183,150,121,98,81,70,64,58,51,41,31,21,12,5,2,0,0,0
9833,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1984,304,258,225,189,156,125,101,83,71,65,58,52,42,32,21,12,6,2,0,0,0
9834,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1985,313,263,231,195,162,129,104,85,72,66,59,53,43,33,22,12,6,2,0,0,0
9835,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1986,324,269,237,201,167,134,108,88,73,66,59,53,43,33,23,13,6,2,0,0,0
9836,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1987,335,277,242,208,173,140,112,91,75,66,60,53,44,34,23,13,6,2,0,0,0
9837,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1988,346,284,248,215,179,146,116,94,77,67,61,53,45,34,24,14,6,2,0,0,0
9838,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1989,357,292,253,221,185,152,120,97,80,68,61,54,46,35,24,14,6,2,0,0,0
9839,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1990,368,300,259,228,191,157,125,101,82,69,62,54,47,36,25,15,7,2,0,0,0
9840,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1991,382,309,265,233,196,162,130,104,85,70,63,55,47,37,26,15,7,2,1,0,0
9841,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1992,393,321,272,238,202,167,135,108,88,72,63,56,48,38,26,16,7,3,1,0,0
9842,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1993,403,332,279,243,209,172,140,111,90,74,63,56,48,39,27,16,8,3,1,0,0
9843,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1994,409,344,287,248,214,177,145,115,93,76,64,57,48,39,27,17,8,3,1,0,0
9844,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1995,412,354,295,254,220,182,150,119,96,79,65,58,49,40,28,17,8,3,1,0,0
9845,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1996,416,365,304,259,224,186,153,123,99,81,66,58,49,40,29,18,8,3,1,0,0
9846,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1997,413,375,315,264,227,191,157,127,103,84,68,59,50,41,30,18,9,3,1,0,0
9847,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1998,407,385,326,271,231,195,160,131,106,86,70,59,51,41,30,18,9,3,1,0,0
9848,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,1999,399,393,337,279,236,200,163,135,109,89,73,60,52,42,31,19,9,3,1,0,0
9849,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2000,392,398,348,288,241,204,166,138,112,92,75,61,52,42,32,19,9,3,1,0,0
9850,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2001,383,401,359,297,246,208,171,142,116,95,77,62,53,43,32,20,10,4,1,0,0
9851,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2002,377,400,370,307,252,212,176,146,120,98,80,64,53,43,32,21,10,4,1,0,0
9852,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2003,374,395,379,318,258,216,181,149,124,101,82,66,54,44,33,21,11,4,1,0,0
9853,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2004,373,388,387,330,266,220,185,153,128,104,85,68,55,45,33,22,11,4,1,0,0
9854,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2005,373,381,392,341,275,224,189,157,132,108,88,71,56,46,34,22,11,4,1,0,0
9855,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2006,374,376,392,351,285,231,195,162,136,112,91,73,57,46,34,23,12,4,1,0,0
9856,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2007,377,372,389,360,295,238,200,168,140,116,94,75,59,47,35,23,12,4,1,0,0
9857,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2008,381,368,384,368,304,246,205,174,144,120,97,78,61,47,36,23,12,5,1,0,0
9858,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2009,383,365,379,374,314,253,211,180,149,124,100,81,63,48,37,24,13,5,1,0,0
9859,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2010,385,363,374,378,323,261,216,185,154,129,104,83,65,49,37,24,13,5,1,0,0
9860,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2011,391,362,367,374,331,270,223,190,158,132,107,86,67,50,38,25,13,5,1,0,0
9861,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2012,390,364,362,369,338,279,230,195,164,136,111,89,69,52,38,25,14,5,1,0,0
9862,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2013,387,367,358,364,343,288,238,200,170,141,116,92,72,54,39,26,14,6,1,0,0
9863,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2014,384,372,356,358,345,295,246,206,176,145,120,95,75,56,39,26,14,6,1,0,0
9864,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2015,383,375,356,354,346,302,254,212,181,150,124,99,78,58,41,27,14,5,1,0,0
9865,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2016,381,378,357,352,348,310,262,219,187,155,128,103,80,60,42,27,15,6,2,0,0
9866,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2017,383,379,360,350,348,317,270,226,192,160,132,106,83,62,43,28,15,6,2,0,0
9867,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2018,386,379,365,348,346,324,277,233,197,166,136,111,86,64,45,28,16,6,2,0,0
9868,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2019,389,378,369,348,345,330,285,241,203,172,141,115,89,67,46,29,16,6,2,0,0
9869,Estimates,Lao People's Democratic Republic,,418,Country/Area,920,2020,391,378,372,350,343,334,293,248,209,178,146,119,93,70,48,30,16,6,2,0,0
9870,Estimates,Malaysia,12,458,Country/Area,920,1950,511,373,358,293,255,219,194,156,147,95,88,64,67,50,46,31,13,5,1,0,0
9871,Estimates,Malaysia,12,458,Country/Area,920,1951,547,384,361,303,260,223,199,160,150,102,88,66,64,50,45,32,14,5,2,0,0
9872,Estimates,Malaysia,12,458,Country/Area,920,1952,573,406,360,318,265,229,202,167,150,112,87,70,61,52,43,32,15,5,2,0,0
9873,Estimates,Malaysia,12,458,Country/Area,920,1953,598,437,356,333,270,236,205,174,148,123,85,75,58,53,40,33,16,5,2,0,0
9874,Estimates,Malaysia,12,458,Country/Area,920,1954,620,473,354,345,276,242,208,181,147,133,85,79,56,54,39,33,16,5,2,0,0
9875,Estimates,Malaysia,12,458,Country/Area,920,1955,640,508,361,351,285,247,211,187,149,139,89,81,57,53,38,32,16,5,1,0,0
9876,Estimates,Malaysia,12,458,Country/Area,920,1956,654,537,379,353,296,252,216,191,153,142,95,81,58,52,38,31,17,5,1,0,0
